epoch,train_mse,val_mse,val_mae,val_ssim,lr
1,0.22445630592107774,0.12603252939879894,0.17204018123447895,0.6079558581113815,0.001
2,0.11861360526084899,0.1150264791212976,0.1534982705488801,0.6900865249335766,0.001
3,0.10766058802604675,0.10150014376267791,0.14054187200963497,0.73355508223176,0.001
4,0.10167040103673936,0.09638617234304547,0.1358343157917261,0.7525336965918541,0.001
5,0.09817684498429298,0.09401609376072884,0.13236144743859768,0.7688285522162914,0.001
6,0.09458598399162292,0.0905638518743217,0.12952872179448605,0.7754597328603268,0.001
7,0.09220692247152329,0.09236491611227393,0.12892323592677712,0.7809123322367668,0.001
8,0.09071827302873135,0.08852891065180302,0.1273967744782567,0.7852333411574364,0.001
9,0.08835590350627899,0.08619693433865905,0.12507806858047843,0.792109776288271,0.001
10,0.0864833782762289,0.08313061529770494,0.12175062811002135,0.7970640547573566,0.001
11,0.08492850622534752,0.0829709367826581,0.12194897420704365,0.7988313250243664,0.001
12,0.08335851156711578,0.0828057115431875,0.12090014154091477,0.8026339076459408,0.001
13,0.08183749777078629,0.08178339805454016,0.11949940212070942,0.8060377538204193,0.001
14,0.08139544516801835,0.07850486575625837,0.11818876210600138,0.8078885823488235,0.001
15,0.079414785861969,0.08139433525502682,0.1189865474589169,0.8095704279839993,0.001
16,0.07904674369096756,0.0788825296331197,0.11739024799317122,0.8115194700658321,0.001
17,0.07749131220579147,0.07949919765815139,0.11716255638748407,0.811018567532301,0.001
18,0.0765105900466442,0.08030214952304959,0.11769858933985233,0.8135724514722824,0.001
19,0.075741463214159,0.07881439756602049,0.11653586570173502,0.8131145536899567,0.001
20,0.07412085454165936,0.0770116604398936,0.11489246226847172,0.8156628645956516,0.001
21,0.07318917517364025,0.07811818411573768,0.11555038392543793,0.8138743937015533,0.001
22,0.07207624551653861,0.07799537549726665,0.11513408087193966,0.8155838958919048,0.001
23,0.07173859882354737,0.07497891038656235,0.11378391738981009,0.8178023062646389,0.001
24,0.0706833555996418,0.07585085416212678,0.11370424972847104,0.8179220296442509,0.001
25,0.06955669730901719,0.07599566434510052,0.11414852039888501,0.8182230554521084,0.001
26,0.06856261038780212,0.07724968995898962,0.1144645819440484,0.8165866695344448,0.001
27,0.06747447119653224,0.07596004079096019,0.11395106231793761,0.8172852210700512,0.001
28,0.06600901293754578,0.07689857436344028,0.11433338513597846,0.8166670277714729,0.001
29,0.06527674894034863,0.07658117171376944,0.11361444741487503,0.817874014377594,0.001
30,0.060573655590415,0.07616274594329298,0.11332530295476317,0.8165951110422611,0.0005
31,0.059645550191402434,0.07487494684755802,0.11262115649878979,0.8177439086139202,0.0005
32,0.058752405539155006,0.07416841760277748,0.11234023841097951,0.8172202333807945,0.0005
33,0.05819616864621639,0.07637100364081562,0.11321180034428835,0.8172303028404713,0.0005
34,0.05741235598921776,0.07444380270317197,0.11224862234666944,0.8176102638244629,0.0005
35,0.056766842752695085,0.07638509967364371,0.11318698246032,0.8164273910224438,0.0005
36,0.056120890930294993,0.07633776660077274,0.11296765878796577,0.8165124356746674,0.0005
37,0.05534146489202976,0.07766336319036782,0.11350342957302928,0.815562479197979,0.0005
38,0.054752847105264665,0.07670743321068585,0.11350898304954171,0.8157185055315495,0.0005
39,0.05236275783181191,0.07590170204639435,0.1127367876470089,0.8161014541983604,0.00025
40,0.05176992455124855,0.07652834593318403,0.1132695167325437,0.8134862557053566,0.00025
