epoch,train_mse,val_mse,val_mae,val_ssim,lr
1,0.24736484345793724,0.11250255210325122,0.16042897943407297,0.6261539682745934,0.001
2,0.10392032277584076,0.09316842583939433,0.13970766868442297,0.7241012826561928,0.001
3,0.09297726942598819,0.08713729027658701,0.13220612425357103,0.7491706311702728,0.001
4,0.08665363830327988,0.08250958961434662,0.12830335134640336,0.7670605592429638,0.001
5,0.08253257513046265,0.07865117792971432,0.12306736828759313,0.7792409583926201,0.001
6,0.07873145315051079,0.07376437308266759,0.12003225786611438,0.7840283140540123,0.001
7,0.07547780893743038,0.07338894973509014,0.11864887736737728,0.7898183353245258,0.001
8,0.07310855665802955,0.06858754344284534,0.1145629733800888,0.7972962483763695,0.001
9,0.07034656235575676,0.06889477698132396,0.11450789496302605,0.7981095425784588,0.001
10,0.06900465187430382,0.06606700993143022,0.11291629774495959,0.8049864172935486,0.001
11,0.06688462021946907,0.0657409515697509,0.11313474038615823,0.8031171634793282,0.001
12,0.06524858915805817,0.06452785641886294,0.11021260684356093,0.8115365840494633,0.001
13,0.06411535447835923,0.06441028881818056,0.11116146482527256,0.8077378086745739,0.001
14,0.061954799577593804,0.062284535029903054,0.10884504718706012,0.8115793466567993,0.001
15,0.06135742539167404,0.062261735554784536,0.10872618248686194,0.8118051588535309,0.001
16,0.059649864360690114,0.05909998854622245,0.1058567319996655,0.8215363882482052,0.001
17,0.05893715731799602,0.059167694533243775,0.10632068291306496,0.8189439103007317,0.001
18,0.05763973833620548,0.05752249411307275,0.1053724056109786,0.8226308226585388,0.001
19,0.05643518972396851,0.05696930247358978,0.10392900696024299,0.8238019943237305,0.001
20,0.055630341812968255,0.05585634591989219,0.10340760182589293,0.8264548368752003,0.001
21,0.05491735155880451,0.05616123112849891,0.10269693098962307,0.8292392566800117,0.001
22,0.05421242010593414,0.05485516274347901,0.10150115704163909,0.8309986479580402,0.001
23,0.053447764426469806,0.056762341409921646,0.10278675053268671,0.8314895816147327,0.001
24,0.05226940211653709,0.055439282674342394,0.10199318453669548,0.8308335319161415,0.001
25,0.05116387519240379,0.05487214052118361,0.10133365634828806,0.8323557786643505,0.001
26,0.05156645129621029,0.055351617047563195,0.10162842273712158,0.8305886499583721,0.001
27,0.0503663177639246,0.05333222122862935,0.10014210361987352,0.8345085717737675,0.001
28,0.049787736028432845,0.05310566001571715,0.10048952046781778,0.8346192948520184,0.001
29,0.04904669660329819,0.05061481799930334,0.09782429877668619,0.8391689471900463,0.001
30,0.048719831421971324,0.051864526933059096,0.09890145435929298,0.8377719223499298,0.001
31,0.04752825364470482,0.05191081063821912,0.09863725956529379,0.8383707329630852,0.001
32,0.04720937357842922,0.051830339478328824,0.09883205033838749,0.8362801894545555,0.001
33,0.046751692652702334,0.05112318671308458,0.09759636595845222,0.8403807319700718,0.001
34,0.0462778389453888,0.05228000367060304,0.09962225891649723,0.8394598998129368,0.001
35,0.04553085093200207,0.05150734866037965,0.09805948100984097,0.8389502912759781,0.001
36,0.0421735298037529,0.04727238952182233,0.09462162526324391,0.8449700959026814,0.0005
37,0.04161430889368057,0.04779777559451759,0.09504526248201728,0.8453122191131115,0.0005
38,0.04125663033127785,0.04726883489638567,0.09421963570639491,0.8466810248792171,0.0005
39,0.04122967322170734,0.04731473885476589,0.09468299057334661,0.8446321897208691,0.0005
40,0.04098642608523369,0.04721598047763109,0.09458258049562573,0.8452995903789997,0.0005
41,0.040790731221437455,0.04753815685398877,0.09425574960187078,0.8471252396702766,0.0005
42,0.04025732641667128,0.04672553623095155,0.0937511958181858,0.8470298238098621,0.0005
43,0.0401544923633337,0.0461228908970952,0.09385461919009686,0.8459861762821674,0.0005
44,0.0400513468682766,0.04759606486186385,0.09460612433031201,0.8446554765105247,0.0005
45,0.03960713900625706,0.04679562197998166,0.09390619117766619,0.8453026972711086,0.0005
46,0.03925939616560936,0.04673170857131481,0.09377233497798443,0.8459471613168716,0.0005
47,0.03901710669696331,0.046531107975170016,0.09349167253822088,0.8475138023495674,0.0005
48,0.03883633364737034,0.04588599060662091,0.09315199963748455,0.848008569329977,0.0005
49,0.03858248873054981,0.04606272513046861,0.09322001319378614,0.8487206883728504,0.0005
50,0.0383085013628006,0.04619318572804332,0.0930431098677218,0.8482889197766781,0.0005
51,0.038248695254325865,0.045658153016120195,0.09272495284676552,0.8493537083268166,0.0005
52,0.03806886886060238,0.046446049120277166,0.09334988053888083,0.8489650264382362,0.0005
53,0.0378772813975811,0.046159132150933146,0.0928521417081356,0.8488467559218407,0.0005
54,0.03762384600192308,0.04646338475868106,0.09361675009131432,0.8467338159680367,0.0005
55,0.037570107959210876,0.04590098140761256,0.09268223028630018,0.8491334915161133,0.0005
56,0.03728940998017788,0.04550221702083945,0.0925810094922781,0.8494929783046246,0.0005
57,0.036911655381321906,0.04600538965314627,0.09263420943170786,0.84981369972229,0.0005
58,0.03674768648296595,0.046056703897193074,0.09289166610687971,0.8485658653080463,0.0005
59,0.036637956961989404,0.04708996741101146,0.09332112083211541,0.8476519845426083,0.0005
60,0.03657792912423611,0.04535521287471056,0.09203217644244432,0.8511020466685295,0.0005
61,0.03629956762492657,0.04514512699097395,0.09173675905913115,0.8518790826201439,0.0005
62,0.03602524192631245,0.04653638624586165,0.09328671917319298,0.8493009656667709,0.0005
63,0.03592238796502352,0.04508606716990471,0.09174947952851653,0.8523477129638195,0.0005
64,0.035729486621916294,0.045356171671301126,0.09259041352197528,0.8493695892393589,0.0005
65,0.03564789991080761,0.04523863713257015,0.09191636508330703,0.8510268554091454,0.0005
66,0.035537237130105495,0.0451411553658545,0.09186744038015604,0.8503302298486233,0.0005
67,0.035503431677818297,0.04531173198483884,0.09147405996918678,0.85262406244874,0.0005
68,0.03509353618323803,0.04491078807041049,0.09136639954522252,0.852735236287117,0.0005
69,0.0349221805408597,0.045552827417850494,0.09175899205729365,0.8516525290906429,0.0005
70,0.03492983565479517,0.04546836414374411,0.09164114901795983,0.852417591959238,0.0005
71,0.03475949113070965,0.044888474280014634,0.09135338710621,0.8523953147232533,0.0005
72,0.034574836060404776,0.04453573189675808,0.0910900984890759,0.8533536717295647,0.0005
73,0.034504183627665046,0.04466782812960446,0.09111135499551892,0.8539203070104122,0.0005
74,0.034238938264548775,0.04530496010556817,0.09138611424714327,0.8528499603271484,0.0005
75,0.0342489403411746,0.04409647057764232,0.09088279819115996,0.8534018136560917,0.0005
76,0.03405868654698133,0.04463731334544718,0.09089877549558878,0.8539156503975391,0.0005
77,0.033987248323857785,0.04416395048610866,0.09054443566128612,0.8543608039617538,0.0005
78,0.03383554822951555,0.04416706273332238,0.09065605094656348,0.8539502061903477,0.0005
79,0.03377873746305704,0.04441811074502766,0.09053835505619645,0.8546526916325092,0.0005
80,0.033612883493304255,0.04442764236591756,0.09108627680689096,0.8547030799090862,0.0005
81,0.0335536931976676,0.04525103094056249,0.09096786985173821,0.8547140844166279,0.0005
82,0.032324064232409,0.043816865305416286,0.09013799112290144,0.8556505814194679,0.00025
83,0.03209045262634754,0.0435890257358551,0.08981076302006841,0.8559588380157948,0.00025
84,0.03200275467336178,0.044010127894580364,0.09044004697352648,0.8539175167679787,0.00025
85,0.03200138631463051,0.04333184228744358,0.08976007206365466,0.8556967452168465,0.00025
86,0.03191373402625322,0.044156629825010896,0.09024053439497948,0.855169266462326,0.00025
87,0.03185336372256279,0.04370194161310792,0.08982079243287444,0.8563074395060539,0.00025
88,0.031822066083550454,0.043528726790100336,0.08991439454257488,0.8556678369641304,0.00025
89,0.03174088653922081,0.04357087821699679,0.0898358509875834,0.8565507493913174,0.00025
90,0.031711674369871615,0.043678452260792255,0.08986499346792698,0.8560068756341934,0.00025
91,0.031655904643237594,0.0439279368147254,0.09010267211124301,0.8556435517966747,0.00025
92,0.031118338234722615,0.043445487739518285,0.08950345776975155,0.8566234707832336,0.000125
93,0.031045202180743216,0.04359292588196695,0.0896189147606492,0.8564068414270878,0.000125
94,0.03100462019443512,0.043619319098070264,0.0896186837926507,0.8565655238926411,0.000125
